File,Skills
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_78\Recommendation_From_ID_356.txt,"['customer service', 'group fitness instructor', 'enthusiasm', 'group instruction', 'instruction', 'professional', 'communicate', 'industry', 'yoga', 'program', 'program developer', 'program developer', 'collaboration', 'communication', 'yoga', 'added', 'adaptability', 'program design', 'execution', 'positively', 'community']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_776\Recommendation_From_ID_650.txt,"['financial analysis', 'analytical skill', 'mutual fund', 'accounting system', 'general ledger', 'organizational skill', 'account payable', 'financial management', 'investment', 'accountant', 'reconciliation', 'account', 'reconciliations', 'instrumental', 'optimizing processes', 'communication', 'leadership', 'offshore', 'workflow', 'accountant', 'accounting', 'management', 'reconciliation', 'accountant', 'processes payroll', 'receivable', 'maintaining', 'professionals', 'exhibit', 'position', 'collaborative', 'accounting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_779\Recommendation_From_ID_399.txt,"['team management', 'patient advocacy', 'service delivery', 'organizational skill', 'consultant', 'pharmacy technician', 'honed', 'managing teams', 'legal documents', 'leadership', 'management qualities', 'pharmacy technician', 'exhibited', 'coordinating', 'schedules', 'pharmaceutical', 'professional', 'centered', 'operational']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_779\Recommendation_From_ID_320.txt,"['pharmacy operation', 'patient advocacy', 'case management', 'collaboration', 'nursing', 'nurse practice', 'nurse practice', 'professionalism', 'pharmacy technician', 'supervises', 'leadership', 'person', 'manage', 'activities', 'pharmaceutical', 'communicate', 'resources', 'patient care', 'pharmacy technician']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_78\Recommendation_From_ID_916.txt,"['relationship building', 'customer service', 'group fitness instructor', 'position', 'yoga', 'yoga', 'safe', 'session', 'community', 'collaborative', 'reinforced', 'communication', 'training programs', 'teaching', 'professional development', 'promoting health']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_780\Recommendation_From_ID_820.txt,"['performance improvement', 'key performance indicator', 'career counseling', 'conflict resolution', 'business operation', 'accountant', 'human resources', 'managed training', 'assess needs', 'positive', 'team building', 'collaborative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_780\Recommendation_From_ID_368.txt,"['conflict resolution', 'digital marketing', 'organizational effectiveness', 'human resource management', 'resource management', 'position', 'human resources', 'team building', 'manager', 'communications', 'collaborated', 'operate']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_78\Recommendation_From_ID_795.txt,"['employee engagement', 'service delivery', 'customer service', 'customer service', 'manager', 'instrumental', 'collaborative', 'working environment', 'operational', 'group fitness instructor', 'promoting health', 'advanced communication', 'communication skills', 'communication skills', 'community', 'operational management']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_780\Recommendation_From_ID_729.txt,"['regulatory compliance', 'interdisciplinary collaboration', 'coordinator', 'manages', 'nursing', 'coordinator', 'medicare', 'addition', 'leadership', 'managing', 'nursing assistants', 'patient care', 'operational', 'positively', 'compassion']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_78\Recommendation_From_ID_936.txt,"['customer service', 'property management', 'office administration', 'business process', 'person', 'professional', 'concierge', 'exhibit', 'group fitness instructor', 'communication skills', 'curate', 'safe', 'positions', 'leadership', 'managing staff', 'executing', 'maintaining', 'notch', 'professionalism']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_781\Recommendation_From_ID_241.txt,"['team build', 'video production', 'collaborative', 'operations', 'managing diverse', 'translated', 'communication', 'reflects', 'collaboration', 'professional', 'adapt', 'creative', 'underscoring']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_782\Recommendation_From_ID_430.txt,"['financial analysis', 'financial statement', 'accounting software', 'microsoft office', 'accountant', 'accounting', 'accounting', 'professional', 'audit', 'budgeting', 'effectively managed', 'accounting functions', 'closing', 'applications sets', 'communication skills', 'resource', 'accountant', 'operations']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_782\Recommendation_From_ID_310.txt,"['financial analysis', 'bank reconciliation', 'financial statement', 'project management', 'accountant', 'professional', 'accounting', 'finance', 'auditing', 'track', 'managing', 'accounting', 'budgets', 'month end', 'accounting functions', 'manager', 'business manager', 'actively', 'auditing', 'supervision', 'effective team', 'collaboration', 'accounting', 'leadership']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_781\Recommendation_From_ID_669.txt,"['strategic planning', 'finance', 'consultant', 'brands', 'creativity', 'reliability', 'adapt', 'consulting', 'analytical', 'decision making', 'dashboards', 'managed', 'professionalism', 'creativity']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_782\Recommendation_From_ID_776.txt,"['financial acumen', 'accounting management', 'general ledger', 'problem solve', 'financial regulation', 'financial analysis', 'accountant', 'position', 'professional', 'managing', 'payroll processes', 'advising', 'management', 'inquiries', 'communication', 'accountant', 'accounting', 'finance', 'account', 'reconciliations', 'budgeting', 'accountant', 'operational', 'collaborative', 'work environment']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_782\Recommendation_From_ID_965.txt,"['financial analysis', 'account payable', 'financial statement', 'accounting software', 'accountant', 'professional', 'accounting', 'finance', 'honed', 'auditing financial', 'managing accounts', 'receivable', 'maintaining', 'collaboration', 'budget', 'forecast', 'leadership', 'coupled', 'communication', 'english', 'arabic', 'swedish', 'accounting', 'accountant', 'professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_782\Recommendation_From_ID_871.txt,"['financial analysis', 'financial statement', 'project management', 'accounting software', 'operational efficiency', 'accountant', 'accounting', 'finance', 'audit financial', 'analytical', 'accountant', 'managing', 'accounting', 'month end', 'end closings', 'accounting', 'accountant', 'professionals', 'teamwork', 'track', 'accounting', 'landscape']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_783\Recommendation_From_ID_506.txt,"['strategic planning', 'project management', 'marketing strategy', 'customer service', 'seasoned', 'finance', 'manager', 'budgeting', 'professional', 'finance', 'managing sales', 'developing marketing', 'sales', 'plans', 'exhibited', 'leadership', 'finance', 'sales', 'finance', 'manager', 'project manager', 'construction', 'manage teams', 'teams effectively', 'teams effectively', 'business improvement', 'position']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_783\Recommendation_From_ID_471.txt,"['civil engineering', 'sale management', 'market trend', 'project management', 'operational efficiency', 'customer satisfaction', 'finance', 'manager', 'collaborating', 'sales', 'finance', 'manager', 'managing', 'oriented services', 'customer services', 'leadership', 'effective sales', 'sales', 'stakes', 'manager', 'professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_783\Recommendation_From_ID_577.txt,"['customer service', 'real estate', 'finance', 'sales', 'professional', 'sales', 'finance', 'management', 'sales', 'finance', 'management', 'finance', 'collaboration', 'closing', 'finance', 'sales', 'leadership', 'finance', 'coupled', 'sales', 'financial solutions', 'sales', 'finance', 'management']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_784\Recommendation_From_ID_553.txt,"['customer service', 'automotive industry', 'problem solve', 'customer satisfaction', 'banking', 'center', 'sales', 'finance', 'manager', 'finance', 'manager', 'sales', 'customer relationships', 'proactively', 'sales', 'leadership', 'finance', 'manager', 'adaptability', 'addition']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_783\Recommendation_From_ID_998.txt,"['civil engineering', 'market trend', 'customer satisfaction', 'project management', 'quality of service', 'seasoned', 'finance', 'manager', 'industry', 'sales', 'finance', 'manager', 'finance', 'professionalism', 'analytical', 'exhibited', 'operations', 'managing sales', 'coupled', 'financing', 'additionally', 'coordinate', 'maintaining', 'professional']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_784\Recommendation_From_ID_212.txt,"['program management', 'customer service', 'problem solve', 'leadership', 'finance', 'manager', 'sales', 'effectively managing', 'effectively managing', 'financial transactions', 'financial transactions', 'finance', 'manager', 'coupled', 'resourceful', 'positions', 'professional', 'maintaining', 'rapport building', 'sales', 'professional', 'track']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_784\Recommendation_From_ID_138.txt,"['financial strategy', 'need assessment', 'relationship building', 'finance', 'manager', 'analytical', 'data analysis', 'statistics', 'collaborate', 'finance', 'manager', 'managing', 'finances', 'sales', 'collecting', 'finance', 'manager', 'translated', 'decisions', 'leadership', 'adapt']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_785\Recommendation_From_ID_504.txt,"['quality control', 'quality assurance', 'analytical skill', 'engineering drawing', 'production process', 'quality assurance', 'military service', 'quality assurance', 'eye', 'blueprints', 'quality systems', 'maintaining', 'professional', 'reflect']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_785\Recommendation_From_ID_154.txt,"['quality control', 'quality control', 'aircraft maintenance', 'quality assurance', 'professional', 'accounting', 'accountant', 'managing', 'negotiating', 'training programs', 'employee programs', 'commercial', 'operations', 'person', 'maintaining', 'benchmarks']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_785\Recommendation_From_ID_861.txt,"['quality control', 'engineering drawing', 'technical acumen', 'military service', 'operations', 'customer requirements', 'managed', 'audits', 'professional', 'maintaining', 'blueprints', 'reflects', 'teams effectively']"
